t_min,mode,Core_ZN_temp,Perimeter_ZN_1_temp,Perimeter_ZN_2_temp,Perimeter_ZN_3_temp,Perimeter_ZN_4_temp,Core_ZN_pmv,Perimeter_ZN_1_pmv,Perimeter_ZN_2_pmv,Perimeter_ZN_3_pmv,Perimeter_ZN_4_pmv,facility_electricity_j,carbon_intensity_gco2_kwh
870.0,ai,20.99978115069087,21.00002462818975,21.000037967906472,21.000084064728142,21.000041009662233,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,298.1
880.0,ai,20.999779685445628,21.00003048806449,21.000042616445054,21.00008979753905,21.000045406088354,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,303.7
890.0,ai,20.999773581058307,21.00003661036654,21.00004718024574,21.00009520250771,21.00004989921222,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,310.0
905.0,ai,20.999865296585348,21.000032747947362,21.000038339906148,21.00006599377668,21.000039871290433,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,320.2
910.0,ai,20.999788454963106,21.000046188874382,21.000050582251497,21.000092850447835,21.00005300753092,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,323.9
925.0000000000001,ai,20.99985781279812,21.000036708927134,21.000040723289498,21.000067715828962,21.000042529146306,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,335.5
935.0,ai,20.99985222130899,21.000044296686752,21.000053239699547,21.000077622698058,21.000055431611077,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,343.8
945.0,ai,20.99984738513231,21.00004555310599,21.000055391072195,21.000078650839757,21.00005745173695,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,352.5
955.0000000000001,ai,20.99984255230581,21.000045623288734,21.000055722272712,21.000078558270964,21.00005731850603,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,361.5
964.9999999999999,ai,20.999837741227196,21.000045799340683,21.00005570809008,21.000077714997467,21.000057019995683,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,370.9
975.0,ai,20.999834474895614,21.000047429704086,21.000055993369322,21.000078130408717,21.000057215460842,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,380.5
984.9999999999999,ai,20.99982160976993,21.00004927599059,21.000056383485664,21.000078148316433,21.000057730570163,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,390.2
994.9999999999999,ai,20.999816308243304,21.000054233327916,21.000057333561003,21.00007895443412,21.000060728757717,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,400.1
1005.0,ai,20.99981237397818,21.000055980918816,21.0000575619668,21.00007861767999,21.000061607748954,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,410.1
1009.9999999999999,ai,20.99970468712883,21.00007177675057,21.000063186897137,21.000099755120957,21.00006904390691,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,415.0
1020.0,ai,20.999660423038552,21.000076062498138,21.00006655181402,21.00010539361331,21.000073296169404,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,424.8
1030.0,ai,20.999890948256237,21.00019934635951,21.000131406932635,21.000221922033255,21.000140306817006,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,434.4
1040.0,ai,20.99999752080475,21.000183930643093,21.000121980439676,21.000196912499252,21.000128116467085,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,443.8
1050.0,ai,21.000035889747227,21.000177834650312,21.000117650611777,21.000188169844087,21.000122980452478,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,452.7
1060.0,ai,21.00004674685873,21.0001739777492,21.00011532070181,21.000183396740542,21.000120446186695,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,461.0
1070.0,ai,21.00005030261438,21.000170890785288,21.00011368909621,21.000179896006923,21.00011879382906,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,468.8
1080.0,ai,21.00005160868138,21.000167927239186,21.000112268562823,21.000176653872334,21.00011738612221,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,475.8
1090.0,ai,21.000092573445208,21.000182244665773,21.00011737575727,21.000189556443384,21.000122709739983,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,482.0
1100.0,ai,21.00010304120181,21.000156180348814,21.00010013882713,21.00016090864748,21.000104062625542,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,487.2
1110.0,ai,21.000102123470967,21.000141705708263,21.000090522305694,21.000145587753607,21.0000939001154,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,491.5
1120.0,ai,21.00009849211996,21.000130909715153,21.000084068507455,21.00013439508263,21.000087138558268,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,494.7
1130.0,ai,21.00009419894548,21.000122174343918,21.000079067304142,21.000125423980226,21.000081923048953,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,496.8
1140.0,ai,21.000089883418003,21.00011449835115,21.000074788141355,21.000117571732105,21.00007746463846,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,497.8
1150.0,ai,21.00008579604416,21.000107645669196,21.000070937216556,21.000110551675782,21.000073459696562,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,497.7
1160.0,ai,21.000082288436463,21.000101315734245,21.00006737620929,21.00010406976469,21.000069757611215,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,496.5
1170.0,ai,21.00007853002122,21.00009549792212,21.00006407416613,21.000098113197005,21.00006632632268,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,494.2
1180.0,ai,21.000074391387386,21.000090168072326,21.0000610132034,21.000092655817323,21.000063147332106,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,491.0
1190.0,ai,21.000070418279435,21.000085296999462,21.000058178897767,21.00008766683229,21.000060205574993,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,486.8
1200.0,ai,21.00006671937061,21.00008085399669,21.00005555780755,21.000083114255677,21.00005748691557,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,481.8
1210.0,ai,21.000065454909556,21.000076276448233,21.000051971653498,21.000078378137093,21.000053828647218,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,476.1
1220.0,ai,21.000060488634244,21.000061517432922,21.000042612633628,21.000063101693414,21.000043995229106,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,469.7
1230.0,ai,21.000055087840416,21.00005068531657,21.00003566678061,21.000052051541633,21.000036791170707,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,462.9
1240.0,ai,21.000049913036133,21.00004128829146,21.0000297367708,21.000042526059097,21.000030670237805,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,455.8
1250.0,ai,21.000045068197114,21.000032762333007,21.00002437506538,21.000033902440684,21.00002514614532,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,448.4
1260.0,ai,21.000040570179745,21.000024948668077,21.000019427386626,21.000026005581457,21.00002005422738,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,440.8
1270.0,ai,21.00003702107388,21.000018266140792,21.000015250001983,21.0000192482851,21.000015752278152,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,433.3
1280.0,ai,21.000034160121533,21.00001283137646,21.00001165386055,21.000013748871616,21.000012062286498,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,425.9
1290.0,ai,21.00003027926989,21.00000799796381,21.000008396843448,21.000008858591166,21.000008724899256,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,418.6
1300.0,ai,21.00002640751671,21.000003601055482,21.00000539274472,21.000004408930717,21.00000564932265,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,411.6
1310.0,ai,21.000022802413927,20.999999579606698,21.000002604294504,21.000000337326863,21.000002796752206,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,405.0
1320.0,ai,21.00001949635989,20.999995896387496,21.000000010000786,20.999996599000514,21.000000144879863,-0.45,-0.45,-0.45,-0.45,-0.45,0.0,398.7
1332.0000000000002,ai,20.344468053451042,19.897423758397178,19.777949103939676,19.854412671715494,19.756992901475176,-0.65,-0.78,-0.82,-0.79,-0.82,0.0,391.7
1343.3333333333333,ai,19.682908191226215,18.98607381540292,18.815309412602147,18.92621829816263,18.78189047115073,-0.85,-1.05,-1.11,-1.07,-1.12,0.0,385.7
1350.0,ai,19.33568171536923,18.552819520642764,18.388007436459002,18.489833194355935,18.351010991514947,-0.95,-1.18,-1.23,-1.2,-1.24,0.0,382.4
1360.0,ai,19.202788371764544,18.38413278648806,18.21448208568808,18.318204110154717,18.176365419217138,-0.99,-1.23,-1.29,-1.25,-1.3,0.0,377.9
1370.0,ai,19.095429145315794,18.248532231371055,18.07003791509541,18.1789600076474,18.032055362236722,-1.02,-1.28,-1.33,-1.3,-1.34,0.0,373.9
1380.0,ai,18.99949146335287,18.128391507501227,17.93973429181489,18.055055740526836,17.9029254755878,-1.05,-1.31,-1.37,-1.33,-1.38,0.0,370.3
1390.0,ai,18.914250542490567,18.0198810762287,17.82431992898613,17.946333218836095,17.78877889012491,-1.08,-1.34,-1.4,-1.37,-1.41,0.0,367.1
1400.0,ai,18.843176166339486,17.92603112877059,17.72411928321882,17.852862408894588,17.68983466404119,-1.1,-1.37,-1.43,-1.39,-1.44,0.0,364.3
1410.0,ai,18.78056867865775,17.841622816392338,17.633821649158318,17.768923296419693,17.600452497112308,-1.12,-1.4,-1.46,-1.42,-1.47,0.0,361.9
1420.0,ai,18.723542046384406,17.76399914682474,17.550853578248944,17.691721837400884,17.51802014505382,-1.13,-1.42,-1.48,-1.44,-1.49,0.0,359.9
1430.0,ai,18.670881865577496,17.691954760458646,17.474008398663514,17.62002034327943,17.44135444620117,-1.15,-1.44,-1.51,-1.46,-1.52,0.0,358.1
1440.0,ai,18.62184111622927,17.624665303569692,17.402418098632452,17.55299384724878,17.369633985155218,-1.16,-1.46,-1.53,-1.48,-1.54,0.0,350.0
10.0,ai,18.55669164194681,17.545532187699127,17.319657024310583,17.47403849860062,17.28692948970987,-1.18,-1.49,-1.55,-1.51,-1.56,0.0,350.0
20.0,ai,18.507517635519378,17.484378441376833,17.255303739520393,17.413163848334765,17.22262363157949,-1.2,-1.5,-1.57,-1.53,-1.58,0.0,350.0
30.0,ai,18.46338541999895,17.428660758955086,17.196245459008352,17.357729517302662,17.163599802687788,-1.21,-1.52,-1.59,-1.54,-1.6,0.0,350.0
40.0,ai,18.422644944709287,17.376991514202054,17.141443904333983,17.30641594506238,17.10883684727925,-1.22,-1.54,-1.61,-1.56,-1.62,0.0,350.0
49.99999999999999,ai,18.384098493571756,17.328145409656717,17.089685738542027,17.258003413407348,17.057124046761736,-1.23,-1.55,-1.62,-1.57,-1.63,0.0,350.0
60.0,ai,18.34731769590489,17.28164981734909,17.040513178316182,17.212021539333943,17.008004960141655,-1.25,-1.57,-1.64,-1.59,-1.65,0.0,350.0
70.0,ai,18.31197286666625,17.235050577057205,16.99168324273714,17.16608477510541,16.958925475254333,-1.26,-1.58,-1.65,-1.6,-1.66,0.0,350.0
80.0,ai,18.277954287528196,17.18991280472446,16.944615008361144,17.12162675471977,16.911491466398573,-1.27,-1.59,-1.67,-1.61,-1.68,0.0,350.0
