t_min,mode,Core_ZN_temp,Perimeter_ZN_1_temp,Perimeter_ZN_2_temp,Perimeter_ZN_3_temp,Perimeter_ZN_4_temp,Core_ZN_pmv,Perimeter_ZN_1_pmv,Perimeter_ZN_2_pmv,Perimeter_ZN_3_pmv,Perimeter_ZN_4_pmv,facility_electricity_j,carbon_intensity_gco2_kwh
12.499999999999998,baseline,15.36436790953214,15.593052806819166,15.214745644950181,15.208402006172884,15.168843746524312,-2.14,-2.07,-2.19,-2.19,-2.2,0.0,350.0
24.999999999999996,baseline,15.260949519362033,15.599154073347886,15.531916580453176,15.554990323411758,15.52614545896727,-2.17,-2.07,-2.09,-2.08,-2.09,0.0,350.0
35.0,baseline,15.154676956052331,15.599885939918408,15.588816663650913,15.595065703794086,15.588193113601891,-2.2,-2.07,-2.07,-2.07,-2.07,0.0,350.0
42.0,baseline,15.300594352862033,14.971776581549603,14.767945447263367,14.809751560772463,14.71047475249368,-2.16,-2.26,-2.32,-2.31,-2.34,0.0,350.0
53.33333333333333,baseline,15.583370282911055,15.586257769661362,15.567139457978914,15.581310615624982,15.565437834400587,-2.07,-2.07,-2.08,-2.08,-2.08,0.0,350.0
63.333333333333336,baseline,15.599068722002126,15.599178179340223,15.5969721769222,15.5988809380133,15.59689596564563,-2.07,-2.07,-2.07,-2.07,-2.07,0.0,350.0
73.33333333333334,baseline,15.149548986098985,15.599926233054763,15.599692545471356,15.5999029635733,15.599690388676809,-2.21,-2.07,-2.07,-2.07,-2.07,0.0,350.0
82.0,baseline,15.59643980812562,14.828063676210945,14.629469120113606,14.6856867701004,14.57461085081231,-2.07,-2.3,-2.36,-2.34,-2.38,0.0,350.0
95.0,baseline,15.599586150589968,15.560346515682985,15.512456110248596,15.549870340828555,15.509165826492886,-2.07,-2.08,-2.1,-2.09,-2.1,0.0,350.0
104.99999999999999,baseline,15.599932848782203,15.595699842546637,15.58585337186718,15.594568619925411,15.585675052225294,-2.07,-2.07,-2.07,-2.07,-2.07,0.0,350.0
113.33333333333333,baseline,15.154491023055378,15.599769135714407,15.598854529012316,15.599705955299255,15.59886670558236,-2.2,-2.07,-2.07,-2.07,-2.07,0.0,350.0
122.0,baseline,15.596485901888817,14.829841969377668,14.624792171331741,14.684622854551414,14.571123742432327,-2.07,-2.3,-2.36,-2.34,-2.38,0.0,350.0
130.0,baseline,15.599995846943802,14.554439879842734,14.403195006335014,14.31978206061997,14.310325970129316,-2.07,-2.38,-2.43,-2.45,-2.46,0.0,350.0
